i,DeltaG_kBT_single_S_1p29,DeltaG_kBT_single_S_1p39,DeltaG_kBT_single_S_1p59
1.42250719339024,0.616625255770864,0.58514907054332,0.528475277228135
1.42467050727077,0.619641849457804,0.58800414790873,0.53103953972646
1.42683733213478,0.622662042528934,0.590862562522938,0.533606667491129
1.42900767410801,0.625685839891389,0.593724318835722,0.536176664148435
1.4311815393298,0.628713246459371,0.596589421302907,0.53874953332889
1.43335893394895,0.631744267155404,0.599457874387941,0.541325278669359
1.43553986412739,0.634778906909251,0.602329682560527,0.543903903811191
1.43772433603836,0.637817170658529,0.605204850297379,0.546485412401233
1.43991235586576,0.640859063348708,0.608083382082267,0.549069808091951
1.44210392980675,0.643904589932697,0.610965282405412,0.55165709454048
1.44429906406863,0.646953755371563,0.613850555764432,0.554247275409987
1.44649776487146,0.650006564633739,0.616739206663364,0.556840354368346
1.44870003844662,0.653063022695659,0.619631239613394,0.559436335089059
1.45090589103739,0.65612313454149,0.622526659132559,0.562035221250875
1.45311532889891,0.659186905163208,0.625425469745815,0.56463701653787
1.45532835829727,0.662254339560721,0.628327675985236,0.567241724639767
1.4575449855119,0.665325442741501,0.631233282389461,0.569849349251058
1.45976521683255,0.668400219721248,0.634142293504588,0.572459894072308
1.46198905856235,0.67147867552304,0.637054713883093,0.575073362808664
1.46421651701472,0.674560815178357,0.639970548085086,0.57768975917152
1.46644759851635,0.677646643726214,0.642889800677223,0.580309086877031
1.46868230940542,0.680736166213541,0.645812476233215,0.582931349646869
1.47092065603144,0.683829387695475,0.648738579334136,0.585556551208537
1.47316264475701,0.686926313234749,0.651668114567676,0.588184695294403
1.4754082819562,0.690026947902237,0.654601086528812,0.590815785642576
1.47765757401516,0.693131296776646,0.657537499819451,0.593449825996467
1.47991052733192,0.696239364944824,0.660477359048754,0.596086820105153
1.48216714831712,0.699351157501473,0.663420668832795,0.59872677172292
1.48442744339266,0.702466679549403,0.666367433794917,0.601369684609814
1.48669141899394,0.705585936199231,0.669317658565258,0.604015562530863
1.48895908156689,0.708708932569955,0.672271347781554,0.606664409257273
1.49123043757132,0.711835673788261,0.67522850608819,0.609316228565037
1.49350549347768,0.714966164989153,0.678189138137078,0.611971024236238
1.49578425576953,0.718100411315628,0.681153248587142,0.614628800058218
1.49806673094332,0.721238417918602,0.684120842104264,0.617289559823536
1.50035292550607,0.724380189957436,0.68709192336198,0.619953307330992
1.50264284597841,0.727525732599376,0.690066497040695,0.622620046384417
1.50493649889362,0.730675051019738,0.693044567827942,0.625289780793072
1.50723389079568,0.733828150402298,0.696026140418912,0.627962514372445
1.50953502824266,0.736985035938659,0.699011219515574,0.630638250942898
1.51183991780463,0.740145712828704,0.701999809827278,0.633316994330565
1.51414856606326,0.743310186280723,0.704991916070917,0.635998748367563
